COURSE NAME,CLUSTER,COURSE CODE,UNIVERSITY,CUT-OFF POINTS,MINIMUM SUBJECT REQUIREMENTS
BA IN INTER-CULTURAL STUDIES,20,,,,"English/Kiswahili: C+ 
CRE/IRE/HRE: C+"
,,1555254,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,19.729,
,,,,,
BACHELOR OF ACTUARIAL SCIENCE,10,,,,
,,1480107,Catholic University of Eastern Africa,18.467,Mathematics: C+
,,1105107,Chuka University,28.461,
,,1080107,Co-operative University of Kenya,30.015,
,,1162107,Daystar University,18.467,
,,1173107,Dedan Kimathi University of Technology,25.832,
,,1057107,Egerton University,31.992,
,,1096107,Garissa University,18.467,
,,1053107,Jaramogi Oginga Odinga University of Science and Technology,18.467,
,,1249107,Jomo Kenyatta University of Agriculture and Technology,34.725,
,,1061107,Kabarak University,18.467,
,,1244107,Karatina University,18.467,
,,1103107,KCA University,18.467,
,,1111107,Kenyatta University,34.712,
,,1079107,Kirinyaga University,18.467,
,,1087107,Kisii University,18.467,
,,1170107,Machakos University,18.467,
,,1229107,Maseno University,29.152,
,,1240107,Meru University of Science and Technology,18.467,
,,1253107,Moi University,18.467,
,,1279107,Mount Kenya University,18.467,
,,1164107,Multimedia University of Kenya,30.819,
,,1246107,Murang'a University of Technology,18.467,
,,1166107,South Eastern Kenya University,18.467,
,,1685107,Tharaka University,18.467,
,,1515107,Tom Mboya University,18.467,
,,1114107,University of Eldoret,23.479,
,,1093107,University of Embu,18.467,
,,1118107,University of Kabianga,18.467,
,,1263107,University of Nairobi,37.039,
,,1425107,Zetech University,18.467,
,,,,,
"BACHELOR OF SCIENCE (MATHEMATICAL SCIENCES, WITH IT)",10,,,,
,,1480109,Catholic University of Eastern Africa,18.467,Mathematics: C+
,,1105109,Chuka University,22.238,
,,1080409,Co-operative University of Kenya,35.322,
,,1173709,Dedan Kimathi University of Technology,18.467,
,,1249409,Jomo Kenyatta University of Agriculture and Technology,39.111,
,,1061409,Kabarak University,28.848,
,,1470309,Kaimosi Friends University,18.467,
,,1103409,KCA University,31.116,
,,1108109,Kibabii University,18.467,
,,1460109,Kiriri Women’s University of Science and Technology,18.467,
,,1087709,Kisii University,18.467,
,,1165109,Maasai Mara University,18.467,
,,1170109,Machakos University,18.467,
,,1229109,Maseno University,22.338,
,,1082409,Masinde Muliro University of Science & Technology,18.467,
,,1240109,Meru University of Science and Technology,18.467,
,,1240409,Meru University of Science and Technology,32.053,
,,1240709,Meru University of Science and Technology,18.467,
,,1279709,Mount Kenya University,18.467,
,,5145409,Open University of Kenya,18.467,
,,1117109,Pwani University,18.467,
,,1073109,Rongo University,18.467,
,,1166109,South Eastern Kenya University,18.467,
,,1112109,Technical University of Kenya,28.706,
,,1515109,Tom Mboya University,18.467,
,,1181109,"University of Eastern Africa, Baraton",18.467,
,,1263409,University of Nairobi,35.848,
,,1263109,University of Nairobi,29.054,
,,,,,
,,,,,
BACHELOR OF ECONOMICS,10,1600646,Alupe University,18.467,"Mathematics C+, Eng /Kis  C"
,,1700334,Bomet University College,18.467,
,,1700646,Bomet University College,18.467,
,,1480146,Catholic University of Eastern Africa,18.467,
,,1480540,Catholic University of Eastern Africa,18.467,
,,1480199,Catholic University of Eastern Africa,18.467,
,,1105200,Chuka University,18.467,
,,1105198,Chuka University,18.467,
,,1080146,Co-operative University of Kenya,22.131,
,,1080200,Co-operative University of Kenya,21.802,
,,1080540,Co-operative University of Kenya,25.268,
,,1162146,Daystar University,18.467,
,,1057198,Egerton University,18.467,
,,1057200,Egerton University,21.92,
,,1096646,Garissa University,18.467,
,,1249540,JKUAT,28.552,
,,1249146,JKUAT,28.381,
,,1249352,JKUAT,32.589,
,,1061540,Kabarak University,18.467,
,,1061199,Kabarak University,18.467,
,,1470200,Kaimosi Friends University,18.467,
,,1470146,Kaimosi Friends University,18.467,
,,1244146,Karatina University,18.467,
,,1103199,KCA University,18.467,
,,1103646,KCA University,18.467,
,,1111146,Kenyatta University,27.068,
,,1111199,Kenyatta University,29.878,
,,1111540,Kenyatta University,30.581,
,,1580540,Mama Ngina University College,18.467,
,,1580199,Mama Ngina University College,18.467,
,,1079146,Kirinyaga University,18.467,
,,1079199,Kirinyaga University,18.467,
,,1079352,Kirinyaga University,18.467,
,,1079540,Kirinyaga University,18.467,
,,1087199,Kisii University,18.467,
,,1087198,Kisii University,18.467,
,,1176200,Laikipia University,18.467,
,,1176198,Laikipia University,18.467,
,,1165200,Maasai Mara University,18.467,
,,1165334,Maasai Mara University,18.467,
,,1165146,Maasai Mara University,18.467,
,,1170146,Machakos University,18.467,
,,1170199,Machakos University,18.467,
,,1170540,Machakos University,18.467,
,,1229646,Maseno University,18.467,
,,1082200,Masinde Muliro University,18.467,
,,1082146,Masinde Muliro University,18.467,
,,1240146,Meru University of Science & Technology,18.467,
,,1240199,Meru University of Science & Technology,24.321,
,,1253334,Moi University,18.467,
,,1279352,Mount Kenya University,18.467,
,,1279200,Mount Kenya University,18.467,
,,1279334,Mount Kenya University,18.467,
,,1164146,Multimedia University of Kenya,18.467,
,,5145199,Open University of Kenya,18.467,
,,5145200,Open University of Kenya,18.467,
,,1117646,Pwani University,18.467,
,,1073646,Rongo University,18.467,
,,1166199,South Eastern Kenya University,18.467,
,,1166146,South Eastern Kenya University,18.467,
,,1091146,Taita Taveta University,18.467,
,,1112146,Technical University of Kenya,26.467,
,,1685200,Tharaka University,18.467,
,,1515646,Tom Mboya University,18.467,
,,1515540,Tom Mboya University,18.467,
,,1515334,Tom Mboya University,18.467,
,,1570146,Turkana University College,18.467,
,,1114646,University of Eldoret,18.467,
,,1093540,University of Embu,18.467,
,,1093199,University of Embu,18.467,
,,1093146,University of Embu,18.467,
,,1118646,University of Kabianga,18.467,
,,1263199,University of Nairobi,30.303,
,,1263146,University of Nairobi,27.034,
,,1425199,Zetech University,18.467,
,,,,,
,, , , ,
BACHELOR OF SCIENCE (STATISTICS),10,1600164,Alupe University,18.126,Mathematics C+
,,1700164,Bomet University College,18.126,
,,1080163,Co-operative University of Kenya,23.275,
,,1057163,Egerton University,24.769,
,,1096164,Garissa University,18.126,
,,1249163,Jomo Kenyatta University of Agriculture and Technology,28.979,
,,1111164,Kenyatta University,28.99,
,,1580164,Mama Ngina University College,18.126,
,,1079163,Kirinyaga University,18.467,
,,1176163,Laikipia University,18.467,
,,1165164,Maasai Mara University,18.126,
,,1170664,Machakos University,18.126,
,,1240163,Meru University of Science and Technology,18.467,
,,1253164,Moi University,18.126,
,,1246164,Murang'a University of Technology,18.126,
,,1166163,South Eastern Kenya University,18.467,
,,1091163,Taita Taveta University,18.467,
,,1063856,Technical University of Mombasa,18.126,
,,1114164,University of Eldoret,18.126,
,,1093163,University of Embu,18.467,
,,1118164,University of Kabianga,18.126,
,,1263163,University of Nairobi,28.424,
,,,,,
,, ,,,
BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),10,1249311,Jomo Kenyatta University of Agriculture and Technology,18.467,Mathematics  C+
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (FINANCE),10,1080541,Co-operative University of Kenya,18.467,"Mathematics: C+
English/Kiswahili: C+"
,,3890539,Koitaleel Samoei University College,18.467,
,,1240541,Meru University of Science and Technology,18.467,
,,1093541,University of Embu,18.467,
,,,,,
,,,,,
BACHELOR OF ACCOUNTING,10,1119469,Africa International University,18.467,"Mathematics: C+
English/Kiswahili: C+"
,,1080654,Co-operative University of Kenya,32.186,
,,1229654,Maseno University,27.978,
,,1082466,Masinde Muliro University of Science & Technology,27.98,
,,1240466,Meru University of Science and Technology,23.215,
,,1112466,Technical University of Kenya,35.097,
,,1181654,"University of Eastern Africa, Baraton",18.467,
,,1093469,University of Embu,29.169,
,,1425469,Zetech University,18.467,
,,,,,
,,,,,
BACHELOR OF ACCOUNTING AND FINANCE,10,1119469,Africa International University,18.467,"Mathematics: C+
English/Kiswahili: C+"
,,1080654,Co-operative University of Kenya,32.186,
,,1229654,Maseno University,27.978,
,,1082466,Masinde Muliro University of Science & Technology,27.98,
,,1240466,Meru University of Science and Technology,23.215,
,,1112466,Technical University of Kenya,35.097,
,,1181654,"University of Eastern Africa, Baraton",18.467,
,,1093469,University of Embu,29.169,
,,1425469,Zetech University,18.467,
,,,,,
,,,,,
BACHELOR OF DATA SCIENCE,10,1480109,Catholic University of Eastern Africa,18.467,"Mathematics: C+
English/Kiswahili: C+"
,,1105109,Chuka University,22.238,
,,1080409,Co-operative University of Kenya,35.322,
,,1173709,Dedan Kimathi University of Technology,18.467,
,,1249409,Jomo Kenyatta University of Agriculture & Technology,39.111,
,,1061409,Kabarak University,28.848,
,,1470309,Kaimosi Friends University,18.467,
,,1103409,KCA University,31.116,
,,1108109,Kibabii University,18.467,
,,1460109,Kiriri Women’s University of Science & Technology,18.467,
,,1087709,Kisii University,18.467,
,,1165109,Maasai Mara University,18.467,
,,1170109,Machakos University,18.467,
,,1229109,Maseno University,22.338,
,,1082409,Masinde Muliro University of Science & Technology,18.467,
,,1240109,Meru University of Science & Technology,18.467,
,,1240409,Meru University of Science & Technology (Data Science),32.053,
,,1240709,Meru University of Science & Technology (Math & Physics),18.467,
,,1279709,Mount Kenya University,18.467,
,,5145409,Open University of Kenya,18.467,
,,1117109,Pwani University,18.467,
,,1073109,Rongo University,18.467,
,,1166109,South Eastern Kenya University,18.467,
,,1112109,Technical University of Kenya,28.706,
,,1515109,Tom Mboya University,18.467,
,,1181109,"University of Eastern Africa, Baraton",18.467,
,,1263409,University of Nairobi (Data Science),35.848,
,,1263109,University of Nairobi (Mathematics),29.054,
,,,,,
,,,,,
BACHELOR OF DATA SCIENCE AND ANALYTICS,10,1425Q01,Zetech University,—,Mathematics:  C+
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (APPAREL & FASHION TECHNOLOGY),11,1057217,Egerton University,23.611,Chemistry: C
,,1111217,Kenyatta University,25.263,
,,1079217,Kirinyaga University,15.479,
,,1170217,Machakos University,15.479,
,,1229217,Maseno University,15.479,
,,1073217,Rongo University,15.479,
,,1166217,South Eastern Kenya University,15.479,
,,1114217,University of Eldoret,15.479,
,,,,,
,,,,,
BACHELOR OF ARTS INTERIOR DESIGN,11,1229317,Maseno University,21.3,Chemistry C
,,1263317,University of Nairobi,32.597,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (EXERCISE & SPORT SCIENCE),12,1111434,Kenyatta University,22.131,Biology: C
,,,,,
,,,,,
,,,,,
BACHELOR OF SPORTS SCIENCE & MANAGEMENT,12,1111571,Kenyatta University,22.365,Biology: C 
,,1176435,Laikipia University,19.175,
,,,,,
,,,,,
BACHELOR OF SCIENCE (HEALTH PROMOTION),12,1111618,Kenyatta University,21.845,Biology: C
,,1082436,Masinde Muliro University of Science & Technology,19.175,
,,,,,
,,,,,
,,,,,
BACHELOR OF DENTAL SURGERY,13,1253128,Moi University,39.192,"Mathematics/Physics: B
Biology: B
Chemistry: B
English/Kiswahili: B"
,,1263128,University of Nairobi,44.577,
,,,,,
,,,,,
BACHELOR OF PHARMACY,13,1249129,Jomo Kenyatta University of Agriculture and Technology,43.697,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1061129,Kabarak University,41.648,
,,1077129,Kenya Methodist University,39.918,
,,1111129,Kenyatta University,43.381,
,,1087129,Kisii University,42.776,
,,1229129,Maseno University,42.967,
,,1279129,Mount Kenya University,42.484,
,,1263129,University of Nairobi,43.457,
,,,,,
,,,,,
BACHELOR OF VETERINARY MEDICINE,13,1057130,Egerton University,36.836,"Mathematics/Physics/Agric: C+
Chemistry: C+
Biology: C+"
,,1263130,University of Nairobi,37.826,
,,,,,
,,,,,
,,,,,
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,13,1057131,Egerton University,44.504,"Mathematics/Physics: B
Biology: B
Chemistry: B
English/Kiswahili: B"
,,1249131,Jomo Kenyatta University of Agriculture and Technology,44.834,
,,1077131,Kenya Methodist University,43.076,
,,1111131,Kenyatta University,44.904,
,,1087131,Kisii University,44.149,
,,1229131,Maseno University,44.602,
,,1082131,Masinde Muliro University of Science & Technology,44.16,
,,1253131,Moi University,42.066,
,,1279131,Mount Kenya University,44.504,
,,1117131,Pwani University,43.048,
,,1063131,Technical University of Mombasa,43.734,
,,1263131,University of Nairobi,44.926,
,,1116131,Uzima University,41.734,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (NURSING),13,1600132,Alupe University,39.156,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1480132,Catholic University of Eastern Africa,39.609,
,,1105132,Chuka University,41.023,
,,1162132,Daystar University,37.512,
,,1173132,Dedan Kimathi University of Technology,40.07,
,,1057132,Egerton University,42.049,
,,1192132,Great Lakes University of Kisumu,36.19,
,,1249132,Jomo Kenyatta University of Agriculture and Technology,41.614,
,,1061132,Kabarak University,40.468,
,,1470132,Kaimosi Friends University,39.061,
,,1244132,Karatina University,39.658,
,,1169132,Kenya Highlands Evangelical University,35.725,
,,1077132,Kenya Methodist University,38.665,
,,1111132,Kenyatta University,40.809,
,,1580132,Mama Ngina University College,40.726,
,,1108132,Kibabii University,39.838,
,,1079132,Kirinyaga University,39.372,
,,1087132,Kisii University,41.164,
,,1495132,Lukenya University,28.948,
,,1165132,Maasai Mara University,40.069,
,,1229132,Maseno University,41.836,
,,1082132,Masinde Muliro University of Science & Technology,40.358,
,,1240132,Meru University of Science and Technology,38.64,
,,1253132,Moi University,36.592,
,,1279132,Mount Kenya University,41.325,
,,1246132,Murang’a University of Technology,39.052,
,,1196132,Presbyterian University of East Africa,36.671,
,,1117132,Pwani University,39.838,
,,1166132,South Eastern Kenya University,39.342,
,,1685132,Tharaka University,39.715,
,,1093132,University of Embu,40.171,
,,1118132,University of Kabianga,40.003,
,,1263132,University of Nairobi,41.935,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCE,13,1105195,Chuka University,34.106,"Mathematics/Physics: C+
Biology: C+"
,,1162172,Daystar University,15.092,
,,1057195,Egerton University,35.041,
,,1087195,Kisii University,33.536,
,,1176195,Laikipia University,30.791,
,,1112195,Technical University of Kenya,35.596,
,,1181172,"University of Eastern Africa, Baraton",15.092,
,,,,,
,,,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),13,1700188,Bomet University College,15.092,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1162188,Daystar University,15.092,
,,1077188,Kenya Methodist University,15.092,
,,1111188,Kenyatta University,26.591,
,,1079188,Kirinyaga University,15.092,
,,1082188,Masinde Muliro University of Science & Technology,15.092,
,,1117188,Pwani University,15.092,
,,,,,
,,,,,
BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCE & TECHNOLOGY),13,1600194,Alupe University,36.185,"Mathematics/Physics: C+
Biology: C+"
,,1249194,Jomo Kenyatta University of Agriculture & Technology,40.314,
,,1244194,Karatina University,37.094,
,,1111194,Kenyatta University,38.844,
,,1087194,Kisii University,38.05,
,,1229194,Maseno University,38.368,
,,1082194,Masinde Muliro University of Science & Technology,37.268,
,,1240194,Meru University of Science & Technology,35.249,
,,1253194,Moi University,34.368,
,,1279194,Mount Kenya University,38.535,
,,1246194,Murang'a University of Technology,34.746,
,,1166194,South Eastern Kenya University,36.32,
,,1515194,Tom Mboya University,35.208,
,,1181194,"University of Eastern Africa, Baraton",31.769,
,,1263194,University of Nairobi,38.753,
,,,,,
,,,,,
,13,1105195,Chuka University,34.106,"Mathematics/Physics: C+
Biology: C+"
,,1162172,Daystar University,15.092,
,,1057195,Egerton University,35.041,
,,1087195,Kisii University,33.536,
,,1176195,Laikipia University,30.791,
,,1112195,Technical University of Kenya,35.596,
,,1181172,"University of Eastern Africa, Baraton",15.092,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (BIOMEDICAL SCIENCE AND TECHNOLOGY),13,1105195,Chuka University,34.106,"Mathematics/Physics: C+
Biology: C+"
,,1162172,Daystar University,15.092,
,,1057195,Egerton University,35.041,
,,1087195,Kisii University,33.536,
,,1176195,Laikipia University,30.791,
,,1112195,Technical University of Kenya,35.596,
,,1181172,"University of Eastern Africa, Baraton",15.092,
,,,,,
,,,,,
BACHELOR OF SCIENCE (PUBLIC HEALTH),13,1600732,Alupe University,15.092,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,1600566,Alupe University,26.839,
,,1105188,Chuka University,29.56,
,,1053732,Jaramogi Oginga Odinga University of Science & Technology,15.092,
,,1249732,Jomo Kenyatta University of Agriculture & Technology,35.849,
,,1061732,Kabarak University,15.092,
,,1111566,Kenyatta University,28.251,
,,1580566,Kenyatta University – Mama Ngina University College,26.558,
,,1087732,Kisii University,27.204,
,,1170732,Machakos University,27.888,
,,1229732,Maseno University,28.738,
,,1082546,Masinde Muliro University of Science & Technology,22.856,
,,1240732,Meru University of Science & Technology,27.93,
,,1279732,Mount Kenya University,15.092,
,,1246732,Murang’a University of Technology,26.604,
,,1166566,South Eastern Kenya University,15.092,
,,1166732,South Eastern Kenya University,15.092,
,,1107732,St Pauls University,15.092,
,,1063732,Technical University of Mombasa,25.577,
,,1181732,"University of Eastern Africa, Baraton",15.092,
,,1118732,University of Kabianga,28.681,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,13,1600732,Alupe University,15.092,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,1600566,Alupe University,26.839,
,,1105188,Chuka University,29.56,
,,1053732,Jaramogi Oginga Odinga University of Science & Technology,15.092,
,,1249732,Jomo Kenyatta University of Agriculture & Technology,35.849,
,,1061732,Kabarak University,15.092,
,,1111566,Kenyatta University,28.251,
,,1580566,Kenyatta University – Mama Ngina University College,26.558,
,,1087732,Kisii University,27.204,
,,1170732,Machakos University,27.888,
,,1229732,Maseno University,28.738,
,,1082546,Masinde Muliro University of Science & Technology,22.856,
,,1240732,Meru University of Science & Technology,27.93,
,,1279732,Mount Kenya University,15.092,
,,1246732,Murang’a University of Technology,26.604,
,,1166566,South Eastern Kenya University,15.092,
,,1166732,South Eastern Kenya University,15.092,
,,1107732,St Pauls University,15.092,
,,1063732,Technical University of Mombasa,25.577,
,,1181732,"University of Eastern Africa, Baraton",15.092,
,,1118732,University of Kabianga,28.681,
,,,,,
,,,,,
BACHELOR OF SCIENCE CLINICAL MEDICINE,13,1057560,Egerton University,42.413,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,1192560,Great Lakes University of Kisumu,34.643,
,,1249560,Jomo Kenyatta University of Agriculture & Technology,42.949,
,,1061560,Kabarak University,38.974,
,,1470560,Kaimosi Friends University,38.686,
,,1244560,Karatina University,39.314,
,,1079560,Kirinyaga University,38.941,
,,1087560,Kisii University,40.772,
,,1082560,Masinde Muliro University of Science & Technology,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (PHYSICAL THERAPY),13,1600561,Alupe University,31.282,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,4275465,Amref International University,27.517,
,,1192465,Great Lakes University of Kisumu,15.092,
,,1249465,Jomo Kenyatta University of Agriculture and Technology,38.322,
,,1082465,Masinde Muliro University of Science and Technology,35.383,
,,1253561,Moi University,32.581,
,,,,,
,,,,,
BACHELOR OF RADIOGRAPHY,13,1249562,Jomo Kenyatta University of Agriculture and Technology,41.666,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (POPULATION HEALTH),13,1600732,Alupe University,15.092,"Mathematics/Physics: C
Biology: C
Chemistry: C
English/Kiswahili: C"
,,1600566,Alupe University,26.839,
,,1105188,Chuka University,29.56,
,,1053732,Jaramogi Oginga Odinga University of Science and Technology,15.092,
,,1249732,Jomo Kenyatta University of Agriculture and Technology,35.849,
,,1061732,Kabarak University,15.092,
,,1111566,Kenyatta University,28.251,
,,1580566,Mama Ngina University College,26.558,
,,1087732,Kisii University,27.204,
,,1170732,Machakos University,27.888,
,,1229732,Maseno University,28.738,
,,1082546,Masinde Muliro University of Science and Technology,22.856,
,,1240732,Meru University of Science and Technology,27.93,
,,1279732,Mount Kenya University,15.092,
,,1246732,Murang'a University of Technology,26.604,
,,1166566,South Eastern Kenya University,15.092,
,,1166732,South Eastern Kenya University,15.092,
,,1107732,St Pauls University,15.092,
,,1063732,Technical University of Mombasa,25.577,
,,1181732,University of Eastern Africa Baraton,15.092,
,,1118732,University of Kabianga,28.681,
,,,,,
,,,,,
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),13,1470597,Kaimosi Friends University,35.964,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,1082597,Masinde Muliro University of Science and Technology,38.061,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN MIDWIFERY,13,1240631,Meru University of Science and Technology,35.186,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,13,1080638,Co-operative University of Kenya,25.918,"Mathematics: C+
Biology: C+"
,,1249638,Jomo Kenyatta University of Agriculture and Technology,24.755,
,,1079637,Kirinyaga University,15.092,
,,1082637,Masinde Muliro University of Science and Technology,15.092,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN HEALTH SYSTEMS MANAGEMENT,13,4275657,AMREF International University,15.092,"Mathematics/Physics: C
Biology: C
Chemistry: C
English/Kiswahili: C"
,,1077657,Kenya Methodist University,15.092,
,,1111643,Kenyatta University,23.572,
,,1079657,Kirinyaga University,15.092,
,,1240657,Meru University of Science and Technology,15.092,
,,1279657,Mount Kenya University,15.092,
,,1073657,Rongo University,15.092,
,,1107657,St Pauls University,15.092,
,,1116657,Uzima University,15.092,
,,1425657,Zetech University,15.092,
,,,,,
,,,,,
BACHELOR OF SCIENCE (BIOSTATISTICS),13,1080638,Co-operative University of Kenya,25.918,"Mathematics: C+
Biology: C+"
,,1249638,Jomo Kenyatta University of Agriculture and Technology,24.755,
,,1079637,Kirinyaga University,15.092,
,,1082637,Masinde Muliro University of Science and Technology,15.092,
,,,,,
,,,,,
,,,,,
BACHELOR OF HEALTH SERVICES MANAGEMENT,13,4275657,Amref International University,15.092,"Mathematics/Physics: C
Biology: C
Chemistry: C
English/Kiswahili: C"
,,1077657,Kenya Methodist University,15.092,
,,1111643,Kenyatta University,23.572,
,,1079657,Kirinyaga University,15.092,
,,1240657,Meru University of Science and Technology,15.092,
,,1279657,Mount Kenya University,15.092,
,,1073657,Rongo University,15.092,
,,1107657,St Pauls University,15.092,
,,1116657,Uzima University,15.092,
,,1425657,Zetech University,15.092,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN HEALTH INFORMATICS,13,1253678,Moi University,15.092,"Mathematics/Physics: C
Biology: C
Chemistry: C
English/Kiswahili: C"
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE IN HEALTH RECORDS AND INFORMATION TECHNOLOGY,13,4275681,Amref International University,15.092,"Mathematics: C
Biology: C-
Physics/Chemistry: C
English/Kiswahili: C+"
,,1105681,Chuka University,15.092,
,,1249543,Jomo Kenyatta University of Agriculture and Technology,24.418,
,,1111543,Kenyatta University,25.274,
,,1580681,Mama Ngina University College,15.092,
,,1229543,Maseno University,22.591,
,,1240543,Meru University of Science and Technology,15.092,
,,1279681,Mount Kenya University,15.092,
,,1073543,Rongo University,15.092,
,,1166681,South Eastern Kenya University,15.092,
,,1107543,St Pauls University,15.092,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (POPULATION HEALTH),13,1600732,Alupe University,15.092,"Mathematics/Physics: C
Biology: C
Chemistry: C
English/Kiswahili: C"
,,1600566,Alupe University,26.839,
,,1105188,Chuka University,29.56,
,,1053732,Jaramogi Oginga Odinga University of Science and Technology,15.092,
,,1249732,Jomo Kenyatta University of Agriculture and Technology,35.849,
,,1061732,Kabarak University,15.092,
,,1111566,Kenyatta University,28.251,
,,1580566,Mama Ngina University College,26.558,
,,1087732,Kisii University,27.204,
,,1170732,Machakos University,27.888,
,,1229732,Maseno University,28.738,
,,1082546,Masinde Muliro University of Science and Technology,22.856,
,,1240732,Meru University of Science and Technology,27.93,
,,1279732,Mount Kenya University,15.092,
,,1246732,Murang'a University of Technology,26.604,
,,1166566,South Eastern Kenya University,15.092,
,,1166732,South Eastern Kenya University,15.092,
,,1107732,St Pauls University,15.092,
,,1063732,Technical University of Mombasa,25.577,
,,1181732,University of Eastern Africa Baraton,15.092,
,,1118732,University of Kabianga,28.681,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (OPTOMETRY AND VISION SCIENCES),13,1470597,Kaimosi Friends University,35.964,"Mathematics/Physics: C+
Biology: C+
Chemistry: C+
English/Kiswahili: C+"
,,1082597,Masinde Muliro University of Science and Technology,38.061,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF ARTS (HISTORY),14,1480522,Catholic University of Eastern Africa,19.339,History: C+
,,1105342,Chuka University,18.467,
,,1057342,Egerton University,18.467,
,,1057622,Egerton University,22.697,
,,1087522,Kisii University,23.743,
,,1165522,Maasai Mara University,23.546,
,,1229523,Maseno University,23.115,
,,1117522,Pwani University,19.339,
,,1117523,Pwani University,19.339,
,,,,,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (AGRICULTURE),15,1105122,Chuka University,15.092,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1057346,Egerton University,23.342,
,,1057122,Egerton University,23.659,
,,1249122,Jomo Kenyatta University of Agriculture and Technology,29.108,
,,1077122,Kenya Methodist University,15.092,
,,1111122,Kenyatta University,15.092,
,,1087122,Kisii University,15.092,
,,1495346,Lukenya University,15.092,
,,1240122,Meru University of Science and Technology,15.092,
,,1246122,Murang'a University of Technology,15.092,
,,5510122,Nyandarua University College,15.092,
,,1117122,Pwani University,15.092,
,,1073122,Rongo University,15.092,
,,1166122,South Eastern Kenya University,15.092,
,,1091122,Taita Taveta University,15.092,
,,1685122,Tharaka University,15.092,
,,1181122,"University of Eastern Africa, Baraton",15.092,
,,1114122,University of Eldoret,15.092,
,,1093122,University of Embu,15.092,
,,1118122,University of Kabianga,15.092,
,,1263122,University of Nairobi,15.092,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),15,1105124,Chuka University,15.092,"Mathematics: C
Biology/Agriculture: C
Chemistry: C
"
,,1173124,Dedan Kimathi University of Technology,15.092,
,,1057124,Egerton University,23.108,
,,1249124,Jomo Kenyatta University of Agriculture and Technology,31.175,
,,1082124,Masinde Muliro University of Science and Technology,15.092,
,,1240124,Meru University of Science and Technology,15.092,
,,1246124,Murang'a University of Technology,15.092,
,,1112124,Technical University of Kenya,15.092,
,,1063124,Technical University of Mombasa,15.092,
,,1263124,University of Nairobi,29.591,
,,,,,
,,,,,
,,,,,
BACHELOR OF SCIENCE (WOOD SCIENCE AND INDUSTRIAL PROCESSES),15,1114141,University of Eldoret,15.092,"Mathematics/Physics/Geography: C
Agriculture: C+
Chemistry: C
Biology: C"
,,,,,
,,,,,
,,,,,
,,,,,
