COURSE NAME,CLUSTER,COURSE CODE,UNIVERSITY,CUT-OFF POINTS,MINIMUM SUBJECT REQUIREMENTS
,,1057117,EGERTON UNIVERSITY,39.003,
,,1249117,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,42.755,
,,1111117,KENYATTA UNIVERSITY,42.271,
,,1170117,MACHAKOS UNIVERSITY,36.61,
,,1253697,MOI UNIVERSITY,15.299,
,,1246117,MURANG'A UNIVERSITY OF TECHNOLOGY,35.822,
,,1166117,SOUTH EASTERN KENYA UNIVERSITY,33.976,
,,1063117,TECHNICAL UNIVERSITY OF MOMBASA,36.417,
,,1263117,UNIVERSITY OF NAIROBI,42.208,
,,,,,
BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),5,,,,
,,1057121,EGERTON UNIVERSITY,27.448,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1249121,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,31.683,
,,1111121,KENYATTA UNIVERSITY,29.162,
,,1166121,SOUTH EASTERN KENYA UNIVERSITY,15.299,
,,1114121,UNIVERSITY OF ELDORET,15.299,
,,1263121,UNIVERSITY OF NAIROBI,28.245,
,,,,,
BACHELOR OF TECHNOLOGY EDUCATION,5,,,,
,,1246192,MURANG'A UNIVERSITY OF TECHNOLOGY,15.299,"Mathematics: C+
Physics: C+
Chemistry: C+
"
,,5145192,OPEN UNIVERSITY OF KENYA,15.299,
,,,,,
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),5,,,,
,,1173197,Dedan Kimathi University of Technology,26.288,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1249197,Jomo Kenyatta University of Agriculture and Technology,38.053,
,,1111197,Kenyatta University,27.365,
,,1117197,Pwani University,15.299,
,,,,,
BACHELOR OF SCIENCE (INSTRUMENTATION & CONTROL),5,,,,
,,1249231,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.299,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1164230,MULTIMEDIA UNIVERSITY OF KENYA,15.299,
,,,,,
BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION ENGINEERING),5,,,,
,,1082246,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,31.158,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1253617,MOI UNIVERSITY,15.299,
,,1253697,MOI UNIVERSITY,15.299,
,,1164246,MULTIMEDIA UNIVERSITY OF KENYA,32.736,
,,1112617,TECHNICAL UNIVERSITY OF KENYA,36.409,
,,,,,
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),5,,,,
,,1173318,Dedan Kimathi University of Technology,15.299,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1082318,Masinde Muliro University of Science & Technology,15.299,
,,1240318,Meru University of Science and Technology,15.299,
,,,,,
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),5,,,,
,,1173319,Dedan Kimathi University of Technology,27.944,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1082319,Masinde Muliro University of Science & Technology,26.21,
,,1240319,Meru University of Science and Technology,15.299,
,,,,,
BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),5,,,,
,,1173320,Dedan Kimathi University of Technology,25.949,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1082320,Masinde Muliro University of Science & Technology,15.299,
,,1240320,Meru University of Science and Technology,15.299,
,,,,,
BACHELOR OF SCIENCE (MINING AND MINERAL PROCESSING ENGINEERING),5,,,,
,,1249349,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.299,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1091349,TAITA TAVETA UNIVERSITY,15.299,
,,,,,
BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING),5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1249350,Jomo Kenyatta University of Agriculture and Technology,40.33,
,,1079350,Kirinyaga University,15.299,
,,1279350,Mount Kenya University,15.299,
,,,,,
BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1112503,TECHNICAL UNIVERSITY OF KENYA,42.162,
,,,,,
BACHELOR OF SCIENCE IN ELECTRONICS,5,,,,"Mathematics: C
Physics: C
Chemistry: C
"
,,1166502,SOUTH EASTERN KENYA UNIVERSITY,15.299,
,,1181506,"UNIVERSITY OF EASTERN AFRICA, BARATON",15.299,
,,,,,
BACHELOR OF SCIENCE (RENEWABLE ENERGY),5,,,,"Mathematics: C
Physics: C
Chemistry: C"
,,1249512,Jomo Kenyatta University of Agriculture and Technology,15.299,
,,1108526,Kibabii University,15.299,
,,1087525,Kisii University,15.299,
,,1082627,Masinde Muliro University of Science & Technology,15.299,
,,1164627,Multimedia University of Kenya,15.299,
,,1570627,Turkana University College,15.299,
,,,,,
BACHELOR OF TECHNOLOGY IN ELECTRICAL AND ELECTRONIC ENGINEERING,5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1240527,Meru University of Science and Technology,15.299,
,,1246527,Murang'a University of Technology,24.732,
,,1112527,Technical University of Kenya,26.408,
,,1063527,Technical University of Mombasa,15.299,
,,,,,
BACHELOR OF TECHNOLOGY IN CIVIL ENGINEERING,5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1240532,Meru University of Science and Technology,15.299,
,,1112532,Technical University of Kenya,27.22,
,,1063532,Technical University of Mombasa,26.314,
,,,,,
BACHELOR OF TECHNOLOGY (MECHANICAL ENGINEERING TECHNOLOGY),5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1240532,Meru University of Science and Technology,15.299,
,,1112532,Technical University of Kenya,27.22,
,,1063532,Technical University of Mombasa,26.314,
,,,,,
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+"
,,1079534,Kirinyaga University,15.299,
,,1063534,Technical University of Mombasa,25.29,
,,,,,
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),5,,,,"Mathematics: C
Physics: C
Chemistry: C"
,,1079534,Kirinyaga University,15.299,
,,1063534,Technical University of Mombasa,25.29,
,,,,,
BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,5,,,,"Mathematics: C+
Physics: C+
Chemistry: C+
English/Kiswahili: C+"
,,1173240,Dedan Kimathi University of Technology,40.296,
,,1249240,Jomo Kenyatta University of Agriculture and Technology,44.028,
,,1246240,Murang'a University of Technology,36.557,
,,,,,
BACHELOR OF ARCHITECTURE,6,,,,"Mathematics: C+
Physics: C+
English/Kiswahili: C+"
,,1249564,Jomo Kenyatta University of Agriculture and Technology,41.779,
,,1111102,Kenyatta University,41.119,
,,1112102,Technical University of Kenya,39.883,
,,1063102,Technical University of Mombasa,39.021,
,,1263102,University of Nairobi,42.524,
,,,,,
BACHELOR OF QUANTITY SURVEYING,6,,,,"Mathematics: C+
Physics: C+
English/Kiswahili: C+"
,,1249103,Jomo Kenyatta University of Agriculture and Technology,38.243,
,,1112103,Technical University of Kenya,36.648,
,,1063103,Technical University of Mombasa,34.023,
,,1263103,University of Nairobi,35.904,
,,,,,
BACHELOR OF ARTS (DESIGN),6,,,,"Mathematics: C+
Physics: C+
"
,,1263165,UNIVERSITY OF NAIROBI,18.126,
,,1112372,TECHNICAL UNIVERSITY OF KENYA,18.126,
,,1263105,UNIVERSITY OF NAIROBI,18.126,
,,,,,
BACHELOR OF CONSTRUCTION MANAGEMENT,6,,,,"Mathematics: C+
Physics: C+"
,,1173376,Dedan Kimathi University of Technology,28.866,
,,1053776,Jaramogi Oginga Odinga University of Science and Technology,18.126,
,,1249176,Jomo Kenyatta University of Agriculture and Technology,34.616,
,,1111776,Kenyatta University,32.713,
,,1079376,Kirinyaga University,18.126,
,,1082376,Masinde Muliro University of Science & Technology,29.989,
,,1112376,Technical University of Kenya,32.502,
,,1263176,University of Nairobi,34.163,
,,,,,
BACHELOR OF SCIENCE (REAL ESTATE),6,,,,"Mathematics: C+
"
,,1249300,Jomo Kenyatta University of Agriculture and Technology,32.676,
,,1111300,Kenyatta University,29.68,
,,1112300,Technical University of Kenya,27.402,
,,1263300,University of Nairobi,21.077,
,,,,,
BACHELOR OF URBAN AND REGIONAL PLANNING,6,,,,"English/Kiswahili: C+
Mathematics: C
Geography: C"
,,1165340,Maasai Mara University,18.126,
,,1229765,Maseno University,18.126,
,,1112472,Technical University of Kenya,25.516,
,,1112665,Technical University of Kenya,22.391,
,,,,,
BACHELOR OF LANDSCAPE ARCHITECTURE,6,,,,"English/Kiswahili: C+
Mathematics: C+
Physics: C+"
,,1249353,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,28.014,
,,,,,
,,,,,
BACHELOR OF SCIENCE (LAND ADMINISTRATION),6,,,,Mathematics: C+
,,1249351,Jomo Kenyatta University of Agriculture and Technology,15.092,
,,1112371,Technical University of Kenya,23.214,
,,1515351,Tom Mboya University,15.092,
,,,,,
BACHELOR OF ARTS(SPATIAL PLANNING),6,,,,"English/Kiswahili: C+
Mathematics: C
Geography: C"
,,1053485,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.126,
,,1111485,KENYATTA UNIVERSITY,18.126,
,,,,,
BACHELOR OF PHILOSOPHY IN TECHNOLOGY (SURVEYING TECHNOLOGY),6,,,,"English/Kiswahili: C+
Mathematics: C+
Physics: C+"
,,1112538,TECHNICAL UNIVERSITY OF KENYA,18.126,
,,,,,
BACHELOR OF SCIENCE (COMPUTER SCIENCE,7,,,,
,,1078115,Africa Nazarene University,18.126,"English/Kiswahili: C+
Mathematics: C+
Physics: C+"
,,1600115,Alupe University,18.126,
,,1700115,Bomet University College,18.126,
,,1480115,Catholic University of Eastern Africa,18.126,
,,1105388,Chuka University (Applied CS),25.877,
,,1105115,Chuka University,35.794,
,,1080309,Co-operative University of Kenya,38.858,
,,1162388,Daystar University (Applied CS),18.126,
,,1173115,Dedan Kimathi University of Technology,39.579,
,,1057388,Egerton University (Applied CS),31.018,
,,1057115,Egerton University,38.369,
,,1096115,Garissa University,18.126,
,,1088115,Gretsa University,18.126,
,,1249115,Jomo Kenyatta University of Agriculture and Technology,43.23,
,,1061115,Kabarak University,23.223,
,,1470115,Kaimosi Friends University,18.126,
,,1244115,Karatina University,28.128,
,,1103388,KCA University (Applied Computing),18.126,
,,1169115,Kenya Highlands Evangelical University,18.126,
,,1111115,Kenyatta University,42.399,
,,1580115,Kenyatta University – Mama Ngina University College,34.654,
,,1108115,Kibabii University,23.984,
,,1079115,Kirinyaga University,23.768,
,,1460115,Kiriri Women’s University of Science and Technology,18.126,
,,1087115,Kisii University,24.741,
,,1087388,Kisii University (Applied CS),18.126,
,,1176115,Laikipia University,25.433,
,,1165115,Maasai Mara University,33.828,
,,1170115,Machakos University,34.156,
,,1229115,Maseno University,36.264,
,,1082115,Masinde Muliro University of Science & Technology,34.815,
,,1240115,Meru University of Science and Technology,33.319,
,,1253115,Moi University,22.815,
,,1279115,Mount Kenya University,38.362,
,,1164115,Multimedia University of Kenya,41.29,
,,1246115,Murang'a University of Technology,35.478,
,,5145115,Open University of Kenya,18.126,
,,1196115,Presbyterian University of East Africa,18.126,
,,1117115,Pwani University,30.942,
,,1060115,Riara University,36.745,
,,1073115,Rongo University,18.126,
,,1166115,South Eastern Kenya University,18.126,
,,1107115,St Pauls University,18.126,
,,1091115,Taita Taveta University,18.126,
,,1063115,Technical University of Mombasa,34.639,
,,1685115,Tharaka University,18.126,
,,1500115,The East African University,18.126,
,,1515115,Tom Mboya University,18.126,
,,1570115,Turkana University College,18.126,
,,1114115,University of Eldoret,26.594,
,,1093115,University of Embu,32.223,
,,1118115,University of Kabianga,24.8,
,,1263115,University of Nairobi,44.401,
,,1425115,Zetech University,18.126,
,,,,,
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,7,,,,"English/Kiswahili: C
Mathematics: C
"
,,1119232,Africa International University,18.126,
,,1600232,Alupe University,20.933,
,,1080232,Co-operative University of Kenya,33.614,
,,1173232,Dedan Kimathi University of Technology,33.018,
,,1192232,Great Lakes University of Kisumu,18.126,
,,1053158,Jaramogi Oginga Odinga University of Science and Technology,21.536,
,,1249232,Jomo Kenyatta University of Agriculture and Technology,38.307,
,,1061232,Kabarak University,18.126,
,,1470232,Kaimosi Friends University,21.915,
,,1244232,Karatina University,26.545,
,,1103158,KCA University (ICT),22.152,
,,1103232,KCA University (IT),18.126,
,,1169232,Kenya Highlands Evangelical University,18.126,
,,1111232,Kenyatta University,37.781,
,,1580236,Kenyatta University – Mama Ngina University College,27.693,
,,1108232,Kibabii University,23.94,
,,1079232,Kirinyaga University,23.847,
,,1087236,Kisii University,21.165,
,,1176158,Laikipia University,21.831,
,,1495232,Lukenya University,18.126,
,,1170232,Machakos University,30.268,
,,1229158,Maseno University (ICT Management),29.229,
,,1229232,Maseno University (IT),32.037,
,,1082232,Masinde Muliro University of Science & Technology,29.514,
,,1240232,Meru University of Science and Technology,25.762,
,,1279232,Mount Kenya University,27.771,
,,1164232,Multimedia University of Kenya,36.113,
,,1246232,Murang'a University of Technology,30.543,
,,1090158,Scott Christian University,18.126,
,,1166232,South Eastern Kenya University,20.797,
,,1091232,Taita Taveta University,18.126,
,,1112384,Technical University of Kenya (Business IT),33.574,
,,1112232,Technical University of Kenya (IT),35.975,
,,1063232,Technical University of Mombasa (IT),29.049,
,,1063158,Technical University of Mombasa (ICT),26.961,
,,1515232,Tom Mboya University,18.126,
,,1570232,Turkana University College,18.126,
,,1114232,University of Eldoret,30.026,
,,1093232,University of Embu,27.469,
,,1118232,University of Kabianga,26.399,
,,1425232,Zetech University,18.126,
,,,,,
BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING),7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C"
,,1600164,ALUPE UNIVERSITY,18.126,
,,1700164,BOMET UNIVERSITY COLLEGE,18.126,
,,1080163,CO-OPERATIVE UNIVERSITY OF KENYA,18.814,
,,1057163,EGERTON UNIVERSITY,26.311,
,,1096164,GARISSA UNIVERSITY,18.814,
,,1249163,JOMO KENYATTA UNIVERSITY OF AGRICULTURE & TECHNOLOGY,30.147,
,,1111164,KENYATTA UNIVERSITY,23.869,
,,1580164,KENYATTA UNIVERSITY – MAMA NGINA UNIVERSITY COLLEGE,18.814,
,,1079163,KIRINYAGA UNIVERSITY,18.831,
,,1176163,LAIKIPIA UNIVERSITY,18.831,
,,1165164,MAASAI MARA UNIVERSITY,18.814,
,,1170664,MACHAKOS UNIVERSITY,18.814,
,,1240163,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.831,
,,1253164,MOI UNIVERSITY,18.814,
,,1246164,MURANG'A UNIVERSITY OF TECHNOLOGY,18.814,
,,1166163,SOUTH EASTERN KENYA UNIVERSITY,18.831,
,,1091163,TAITA TAVETA UNIVERSITY,18.831,
,,1063856,TECHNICAL UNIVERSITY OF MOMBASA,18.814,
,,1114164,UNIVERSITY OF ELDORET,18.814,
,,1093163,UNIVERSITY OF EMBU,18.831,
,,1118164,UNIVERSITY OF KABIANGA,18.814,
,,1263163,UNIVERSITY OF NAIROBI,35.192,
,,,,,
BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY),7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C+"
,,1249208,JOMO KENYATTA UNIVERSITY OF AGRICULTURE & TECHNOLOGY,37.867,
,,1229208,MASENO UNIVERSITY,25.315,
,,1240208,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.814,
,,1164208,MULTIMEDIA UNIVERSITY OF KENYA,31.181,
,,1246208,MURANG'A UNIVERSITY OF TECHNOLOGY,18.814,
,,,,,
BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING),7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C"
,,1460428,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,-,
,,1087308,KISII UNIVERSITY,18.814,
,,5145308,OPEN UNIVERSITY OF KENYA,-,
,,1073428,RONGO UNIVERSITY,18.814,
,,1114428,UNIVERSITY OF ELDORET,18.814,
,,1093308,UNIVERSITY OF EMBU,18.814,
,,,,,
BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C+"
,,1249309,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.761,
,,1077309,KENYA METHODIST UNIVERSITY,-,
,,1111309,KENYATTA UNIVERSITY,30.18,
,,1580309,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,18.814,
,,1079309,KIRINYAGA UNIVERSITY,18.814,
,,1170309,MACHAKOS UNIVERSITY,18.814,
,,1229309,MASENO UNIVERSITY,24.314,
,,1240309,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.814,
,,1164309,MULTIMEDIA UNIVERSITY OF KENYA,28.885,
,,1246309,MURANG'A UNIVERSITY OF TECHNOLOGY,18.814,
,,1091309,TAITA TAVETA UNIVERSITY,18.814,
,,1063309,TECHNICAL UNIVERSITY OF MOMBASA,18.814,
,,1515309,TOM MBOYA UNIVERSITY,18.814,
,,1425309,ZETECH UNIVERSITY,18.814,
,,,,,
BACHELOR OF SCIENCE IN NETWORKS AND COMMUNICATION SYSTEMS,7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C+"
,,1080471,CO-OPERATIVE UNIVERSITY OF KENYA,18.126,
,,1112476,TECHNICAL UNIVERSITY OF KENYA,30.686,
,,1181471,"UNIVERSITY OF EASTERN AFRICA, BARATON",18.814,
,,,,,
BACHELOR OF SCIENCE (CLOUD COMPUTING AND INFORMATION SECURITY),7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C+"
,,1053511,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.814,
,,1061511,KABARAK UNIVERSITY,18.814,
,,1103511,KCA UNIVERSITY,18.814,
,,1170511,MACHAKOS UNIVERSITY,25.586,
,,1082511,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,-,
,,1240511,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,18.814,
,,1246511,MURANG'A UNIVERSITY OF TECHNOLOGY,-,
,,5145511,OPEN UNIVERSITY OF KENYA,18.814,
,,1093511,UNIVERSITY OF EMBU,-,
,,,,,
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C"
,,1078244,AFRICA NAZARENE UNIVERSITY,25.254,
,,1600244,ALUPE UNIVERSITY,-,
,,1080206,CO-OPERATIVE UNIVERSITY OF KENYA,26.774,
,,1173244,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,31.074,
,,1053554,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,21.375,
,,1249536,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,25.731,
,,1249244,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,34.173,
,,1061206,KABARAK UNIVERSITY,21.375,
,,1061301,KABARAK UNIVERSITY,21.375,
,,1103206,KCA UNIVERSITY,21.375,
,,1077244,KENYA METHODIST UNIVERSITY,21.375,
,,1079206,KIRINYAGA UNIVERSITY,21.375,
,,1460206,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,21.375,
,,1066244,MANAGEMENT UNIVERSITY OF AFRICA,-,
,,1240244,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,26.523,
,,1279244,MOUNT KENYA UNIVERSITY,27.32,
,,1164244,MULTIMEDIA UNIVERSITY OF KENYA,31.205,
,,1246244,MURANG'A UNIVERSITY OF TECHNOLOGY,27.359,
,,1068244,PAN AFRICA CHRISTIAN UNIVERSITY,21.375,
,,1060244,RIARA UNIVERSITY,32.503,
,,1090244,SCOTT CHRISTIAN UNIVERSITY,21.375,
,,1166244,SOUTH EASTERN KENYA UNIVERSITY,21.375,
,,1107206,ST PAULS UNIVERSITY,21.375,
,,1091244,TAITA TAVETA UNIVERSITY,21.375,
,,1063244,TECHNICAL UNIVERSITY OF MOMBASA,21.375,
,,1500244,THE EAST AFRICAN UNIVERSITY,21.375,
,,1181244,"UNIVERSITY OF EASTERN AFRICA, BARATON",21.375,
,,1093244,UNIVERSITY OF EMBU,25.384,
,,1425244,ZETECH UNIVERSITY,21.375,
,,,,,
BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING,7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C+"
,,1080542,CO-OPERATIVE UNIVERSITY OF KENYA,40.162,
,,1103542,KCA UNIVERSITY,24.055,
,,1079542,KIRINYAGA UNIVERSITY,33.884,
,,1087542,KISII UNIVERSITY,36.957,
,,1164542,MULTIMEDIA UNIVERSITY OF KENYA,41.368,
,,1246542,MURANG'A UNIVERSITY OF TECHNOLOGY,38.437,
,,1181542,"UNIVERSITY OF EASTERN AFRICA, BARATON",25.573,
,,1425542,ZETECH UNIVERSITY,18.814,
,,,,,
BACHELOR OF SCIENCE IN APPLIED STATISTICS AND DATA SCIENCE,7,,,,"English/Kiswahili: C
Mathematics: C+
Physics: C"
,,,CO-OPERATIVE UNIVERSITY OF KENYA,24.213,
,,,,,
BACHELOR OF SCIENCE (AGRI BUSINESS MANAGEMENT),8,,,,"Mathematics: C
Biology: C/Agriculture/Business Studies: C+"
,,1105257,CHUKA UNIVERSITY,15.864,
,,1080187,CO-OPERATIVE UNIVERSITY OF KENYA,15.864,
,,1057257,EGERTON UNIVERSITY,15.864,
,,1192187,GREAT LAKES UNIVERSITY,15.864,
,,1053187,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.864,
,,1249B54,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.864,
,,1249787,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,22.911,
,,1061187,KABARAK UNIVERSITY,15.864,
,,1111587,KENYATTA UNIVERSITY,22.511,
,,1087256,KISII UNIVERSITY,15.864,
,,1176257,LAIKIPIA UNIVERSITY,15.864,
,,1165257,MAASAI MARA UNIVERSITY,15.864,
,,1170258,MACHAKOS UNIVERSITY,15.864,
,,1229187,MASENO UNIVERSITY,15.864,
,,1082256,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,15.864,
,,1240187,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.864,
,,1253187,MOI UNIVERSITY,15.864,
,,5510257,NYANDARUA UNIVERSITY COLLEGE,-,
,,1117187,PWANI UNIVERSITY,15.864,
,,1073587,RONGO UNIVERSITY,15.864,
,,1091256,TAITA TAVETA UNIVERSITY,15.864,
,,1685257,THARAKA UNIVERSITY,15.864,
,,1515187,TOM MBOYA UNIVERSITY,15.864,
,,1181587,"UNIVERSITY OF EASTERN AFRICA, BARATON",15.864,
,,1093187,UNIVERSITY OF EMBU,15.864,
,,1263187,UNIVERSITY OF NAIROBI,15.864,
,,,,,
BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS AND RESOURCE MANAGEMENT),8,,,,"Mathematics: C
Biology: C/Agriculture/Business Studies: C+"
,,1700215,BOMET UNIVERSITY COLLEGE,15.864,
,,1105216,CHUKA UNIVERSITY,15.864,
,,1080216,CO-OPERATIVE UNIVERSITY OF KENYA,15.864,
,,1057216,EGERTON UNIVERSITY,15.864,
,,1249615,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.864,
,,1470215,KAIMOSI FRIENDS UNIVERSITY,15.864,
,,1111215,KENYATTA UNIVERSITY,15.864,
,,1108215,KIBABII UNIVERSITY,15.864,
,,1087216,KISII UNIVERSITY,15.864,
,,1176216,LAIKIPIA UNIVERSITY,15.864,
,,1165215,MAASAI MARA UNIVERSITY,15.864,
,,1229216,MASENO UNIVERSITY,15.864,
,,1082215,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,15.864,
,,1253215,MOI UNIVERSITY,15.864,
,,1073215,RONGO UNIVERSITY,15.864,
,,1515216,TOM MBOYA UNIVERSITY,15.864,
,,1570215,TURKANA UNIVERSITY COLLEGE,15.864,
,,1114216,UNIVERSITY OF ELDORET,15.864,
,,1118215,UNIVERSITY OF KABIANGA,15.864,
,,,,,
BACHELOR OF SCIENCE IN AGRIBUSINESS ECONOMICS AND FOOD INDUSTRY MANAGEMENT,8,,,,"Mathematics: C
Biology: C/Agriculture/Business Studies: C+"
,,1080187,CO-OPERATIVE UNIVERSITY OF KENYA,15.864,
,,1053187,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.864,
,,1249B54,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.864,
,,1061187,KABARAK UNIVERSITY,15.864,
,,1111587,KENYATTA UNIVERSITY,22.511,
,,1229187,MASENO UNIVERSITY,15.864,
,,1240187,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.864,
,,1253187,MOI UNIVERSITY,15.864,
,,1117187,PWANI UNIVERSITY,15.864,
,,1515187,TOM MBOYA UNIVERSITY,15.864,
,,,,,
BACHELOR OF SCIENCE (BIOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1480111,CATHOLIC UNIVERSITY OF EASTERN AFRICA,15.683,
,,1105111,CHUKA UNIVERSITY,15.683,
,,1053111,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.683,
,,1249477,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,15.683,
,,1470111,KAIMOSI FRIENDS UNIVERSITY,15.683,
,,1077477,KENYA METHODIST UNIVERSITY,-,
,,1111111,KENYATTA UNIVERSITY,24.74,
,,1108111,KIBABII UNIVERSITY,15.683,
,,1087111,KISII UNIVERSITY,15.683,
,,3890111,KOITALEEL SAMOEI UNIVERSITY COLLEGE,-,
,,1170111,MACHAKOS UNIVERSITY,15.683,
,,1082111,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,15.683,
,,1166111,SOUTH EASTERN KENYA UNIVERSITY,-,
,,1181111,"UNIVERSITY OF EASTERN AFRICA, BARATON",15.683,
,,1093111,UNIVERSITY OF EMBU,15.683,
,,1263111,UNIVERSITY OF NAIROBI,24.957,
,,,,,
BACHELOR OF SCIENCE (BIOCHEMISTRY AND MOLECULAR BIOLOGY),9,,,,"Mathematics: C
Biology: C+
Chemistry: C"
,,1105112,CHUKA UNIVERSITY,15.683,
,,1057112,EGERTON UNIVERSITY,25.661,
,,1249437,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,32.07,
,,1077112,KENYA METHODIST UNIVERSITY,-,
,,1111112,KENYATTA UNIVERSITY,32.976,
,,1087112,KISII UNIVERSITY,15.683,
,,1176112,LAIKIPIA UNIVERSITY,15.683,
,,1229112,MASENO UNIVERSITY,30.294,
,,1082112,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,23.504,
,,1240112,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,15.683,
,,1253112,MOI UNIVERSITY,25.581,
,,1117112,PWANI UNIVERSITY,15.683,
